,Open,High,Low,Close,Volume,Adj Close
2020-01-02,2.75,4.2299957275390625,2.6699981689453125,4.529998779296875,3123600.0,4.51275634765625
2020-01-03,0.4600067138671875,0.6100006103515625,0.67999267578125,-1.1100006103515625,-888700.0,-1.10577392578125
2020-01-06,-0.510009765625,2.3800048828125,-0.42999267578125,3.9300079345703125,5870500.0,3.9150390625
2020-01-07,6.1200103759765625,1.8000030517578125,5.2299957275390625,0.459991455078125,-2146500.0,0.4582366943359375
2020-01-08,0.17999267578125,1.660003662109375,0.8600006103515625,2.160003662109375,-1437400.0,2.15179443359375
2020-01-09,4.5399932861328125,2.1399993896484375,3.6699981689453125,3.0800018310546875,-832200.0,3.0682830810546875
2020-01-10,1.660003662109375,1.5,1.1399993896484375,-0.2400054931640625,-523400.0,-0.2390899658203125
2020-01-13,0.4000091552734375,2.089996337890625,1.790008544921875,3.850006103515625,2344000.0,3.835357666015625
2020-01-14,2.0099945068359375,0.410003662109375,-0.5800018310546875,-2.850006103515625,-1174500.0,-2.83917236328125
2020-01-15,-1.0,-0.70001220703125,1.5099945068359375,2.089996337890625,-3252400.0,2.0820465087890625
2020-01-16,1.9600067138671875,0.95001220703125,0.25,0.6200103759765625,-21200.0,0.6176605224609375
2020-01-17,-0.540008544921875,-0.3400115966796875,0.1399993896484375,0.3699951171875,5890600.0,0.36859130859375
2020-01-21,0.1300048828125,0.0800018310546875,-1.410003662109375,-0.6999969482421875,-1630100.0,-0.6973419189453125
2020-01-22,0.149993896484375,0.3800048828125,2.160003662109375,-0.1199951171875,-2063000.0,-0.119537353515625
2020-01-23,-1.55999755859375,-1.2599945068359375,-2.0099945068359375,-1.5600128173828125,-1017800.0,-1.5540771484375
2020-01-24,0.0500030517578125,0.2899932861328125,-3.160003662109375,-1.8199920654296875,710800.0,-1.8130645751953125
2020-01-27,-7.6999969482421875,-5.720001220703125,-3.6100006103515625,-3.07000732421875,1904900.0,-3.058319091796875
2020-01-28,3.0399932861328125,2.6800079345703125,1.0200042724609375,2.9199981689453125,-396900.0,2.9088897705078125
2020-01-29,5.3000030517578125,5.459991455078125,4.92999267578125,5.44000244140625,19767500.0,5.419281005859375
2020-01-30,-14.910003662109375,-12.770004272460938,-13.699996948242188,-13.699996948242188,15594200.0,-13.647842407226562
2020-01-31,1.899993896484375,-2.739990234375,-3.69000244140625,-7.6199951171875,-17415600.0,-7.5910186767578125
2020-02-03,-4.989990234375,-3.5500030517578125,1.44000244140625,2.279998779296875,-15864300.0,2.271331787109375
2020-02-04,3.17999267578125,5.4600067138671875,2.6999969482421875,5.6399993896484375,4133300.0,5.6185302734375
2020-02-05,5.8899993896484375,2.1299896240234375,3.510009765625,0.279998779296875,-7090700.0,0.2789306640625
2020-02-06,-2.0399932861328125,-1.5399932861328125,0.6299896240234375,0.7400054931640625,-1970700.0,0.7371978759765625
2020-02-07,-0.1699981689453125,1.6300048828125,0.589996337890625,1.4799957275390625,1675000.0,1.474365234375
2020-02-10,1.220001220703125,0.9799957275390625,0.730010986328125,0.7299957275390625,-386100.0,0.727203369140625
2020-02-11,-1.3300018310546875,-2.94000244140625,-4.1500091552734375,-5.8699951171875,13174400.0,-5.8476409912109375
2020-02-12,-2.339996337890625,0.3600006103515625,0.8899993896484375,3.5699920654296875,-11217100.0,3.5564117431640625
2020-02-13,1.6699981689453125,3.1100006103515625,1.779998779296875,2.3800048828125,1582900.0,2.370941162109375
2020-02-14,4.4799957275390625,0.5999908447265625,3.470001220703125,1.0399932861328125,-4654900.0,1.0360260009765625
2020-02-18,-0.4499969482421875,3.0500030517578125,0.75,3.6200103759765625,4867500.0,3.6062469482421875
2020-02-19,4.44000244140625,0.3400115966796875,2.7100067138671875,-0.30999755859375,-3474100.0,-0.3088226318359375
2020-02-20,-1.470001220703125,0.4499969482421875,-3.160003662109375,-2.910003662109375,974100.0,-2.8989410400390625
2020-02-21,-3.040008544921875,-4.529998779296875,-4.1199951171875,-4.4000091552734375,983100.0,-4.3832550048828125
2020-02-24,-11.67999267578125,-10.590011596679688,-10.660003662109375,-9.459991455078125,8987800.0,-9.423995971679688
2020-02-25,0.4499969482421875,-0.149993896484375,-2.220001220703125,-3.9499969482421875,-1646600.0,-3.9349517822265625
2020-02-26,-5.05999755859375,-2.2899932861328125,-0.459991455078125,0.42999267578125,-4909000.0,0.4283447265625
2020-02-27,-5.3699951171875,-5.3300018310546875,-5.9900054931640625,-7.4499969482421875,5158100.0,-7.4216461181640625
2020-02-28,-9.120010375976562,-3.1399993896484375,-7.67999267578125,2.720001220703125,10886300.0,2.70965576171875
2020-03-02,11.330001831054688,3.8300018310546875,7.029998779296875,3.970001220703125,-7619900.0,3.95489501953125
2020-03-03,2.19000244140625,0.6699981689453125,-4.8800048828125,-10.550003051757812,3035100.0,-10.509857177734375
2020-03-04,-7.0500030517578125,-5.410003662109375,2.4199981689453125,5.8699951171875,-4921600.0,5.84765625
2020-03-05,-2.3899993896484375,-2.839996337890625,-2.5,-6.589996337890625,-3729100.0,-6.564910888671875
2020-03-06,-8.449996948242188,-5.2100067138671875,-7.6300048828125,-4.0800018310546875,5226200.0,-4.0644989013671875
2020-03-09,-8.729995727539062,-8.779998779296875,-11.069992065429688,-11.589996337890625,5389400.0,-11.545883178710938
2020-03-10,5.0699920654296875,3.2899932861328125,4.30999755859375,8.69000244140625,-5431200.0,8.656936645507812
2020-03-11,-0.660003662109375,-2.4099884033203125,-1.839996337890625,-7.9499969482421875,-4143900.0,-7.91973876953125
2020-03-12,-14.470001220703125,-9.279998779296875,-13.32000732421875,-15.770004272460938,22892400.0,-15.710006713867188
2020-03-13,3.9900054931640625,4.1899871826171875,3.260009765625,15.80999755859375,-8237700.0,15.749847412109375
2020-03-16,-11.209991455078125,-11.659988403320312,-14.5,-24.270004272460938,4091800.0,-24.177642822265625
2020-03-17,-1.5800018310546875,-5.19000244140625,-3.100006103515625,3.410003662109375,-4864800.0,3.397003173828125
2020-03-18,-10.990005493164062,-5.760009765625,-2.899993896484375,-2.459991455078125,3297500.0,-2.4506072998046875
2020-03-19,6.8699951171875,11.75,7.6999969482421875,6.1699981689453125,2309200.0,6.146514892578125
2020-03-20,9.400009155273438,-0.6599884033203125,3.1999969482421875,-3.4000091552734375,-7293900.0,-3.3870697021484375
2020-03-23,-6.3600006103515625,-6.9600067138671875,-5.75,-1.6299896240234375,-2737600.0,-1.623779296875
2020-03-24,5.5500030517578125,9.0,10.32000732421875,12.879989624023438,609600.0,12.830978393554688
2020-03-25,3.709991455078125,1.6800079345703125,0.489990234375,-4.769989013671875,4743900.0,-4.7518310546875
2020-03-26,-0.6699981689453125,1.0099945068359375,3.9600067138671875,7.1299896240234375,-8627500.0,7.1028289794921875
2020-03-27,-0.0500030517578125,-3.910003662109375,-2.2700042724609375,-6.5500030517578125,-1676900.0,-6.52508544921875
2020-03-30,0.9799957275390625,6.660003662109375,3.30999755859375,9.160003662109375,-2364700.0,9.125167846679688
2020-03-31,6.3000030517578125,4.17999267578125,6.1399993896484375,0.850006103515625,1161100.0,0.8467559814453125
2020-04-01,-3.8600006103515625,-6.779998779296875,-6.160003662109375,-7.1999969482421875,-4168700.0,-7.1725921630859375
2020-04-02,-2.519989013671875,-2.79998779296875,-2.1199951171875,-1.410003662109375,1378700.0,-1.4046478271484375
2020-04-03,-1.95001220703125,-3.44000244140625,-5.089996337890625,-4.010009765625,5097000.0,-3.9947357177734375
2020-04-06,3.0,8.289993286132812,7.67999267578125,11.370010375976562,2470300.0,11.326751708984375
2020-04-07,11.639999389648438,7.19000244140625,7.5,3.279998779296875,2958300.0,3.2675018310546875
2020-04-08,-0.5399932861328125,1.6100006103515625,1.730010986328125,5.4499969482421875,-9747700.0,5.42926025390625
2020-04-09,4.649993896484375,2.0800018310546875,3.8300018310546875,0.910003662109375,1870100.0,0.9065399169921875
2020-04-13,-2.2299957275390625,-2.0800018310546875,-2.1200103759765625,-0.4000091552734375,-4178900.0,-0.3984832763671875
2020-04-14,5.30999755859375,6.2299957275390625,7.1699981689453125,3.3800048828125,1656400.0,3.36712646484375
2020-04-15,-3.7899932861328125,-3.0399932861328125,-3.79998779296875,-1.1999969482421875,-3588800.0,-1.1954345703125
2020-04-16,2.7599945068359375,-0.1399993896484375,-0.3100128173828125,-0.720001220703125,6170200.0,-0.717254638671875
2020-04-17,1.25,2.2299957275390625,4.1500091552734375,2.9900054931640625,-2618400.0,2.9786529541015625
2020-04-20,-1.7899932861328125,0.220001220703125,0.1100006103515625,-1.0,-4864100.0,-0.9962005615234375
2020-04-21,-2.160003662109375,-5.1199951171875,-8.430007934570312,-7.44000244140625,8739800.0,-7.411712646484375
2020-04-22,3.1999969482421875,9.399993896484375,9.800003051757812,11.479995727539062,8391500.0,11.436325073242188
2020-04-23,5.6300048828125,2.2700042724609375,5.0099945068359375,2.850006103515625,-11815400.0,2.83917236328125
2020-04-24,-0.850006103515625,3.3600006103515625,-2.3199920654296875,4.94000244140625,7365400.0,4.92120361328125
2020-04-27,9.430007934570312,3.339996337890625,6.5800018310546875,-2.57000732421875,405800.0,-2.56024169921875
2020-04-28,-4.0,-4.5500030517578125,-4.850006103515625,-4.589996337890625,-7466800.0,-4.572509765625
