,Open,High,Low,Close,Volume,Adj Close
2020-01-02,1.5774993896484375,1.7300033569335938,1.4175033569335938,1.6750030517578125,34674800.0,1.6238861083984375
2020-01-03,0.22750091552734375,-0.0050048828125,0.3274993896484375,-0.7300033569335938,10842400.0,-0.707733154296875
2020-01-06,-0.839996337890625,-0.154998779296875,-0.9375,0.592498779296875,-27935600.0,0.5744171142578125
2020-01-07,1.5124969482421875,0.2350006103515625,1.1825027465820312,-0.3524932861328125,-9515200.0,-0.3417205810546875
2020-01-08,-0.6699981689453125,0.8850021362304688,-0.0800018310546875,1.1999969482421875,23207200.0,1.163360595703125
2020-01-09,2.5199966430664062,1.49749755859375,2.2600021362304688,1.6100006103515625,38029200.0,1.560882568359375
2020-01-10,0.8400039672851562,0.5600051879882812,0.5124969482421875,0.17499542236328125,-29463600.0,0.16963958740234375
2020-01-13,0.26000213623046875,1.0999984741210938,0.7249984741210938,1.657501220703125,-19112800.0,1.60693359375
2020-01-14,1.2649993896484375,0.125,0.2550048828125,-1.0699996948242188,40422400.0,-1.0373458862304688
2020-01-15,-1.2125015258789062,-0.5175018310546875,-0.6550064086914062,-0.33499908447265625,-40030800.0,-0.32476806640625
2020-01-16,0.43499755859375,0.0500030517578125,0.6350021362304688,0.9749984741210938,-13094400.0,0.9452133178710938
2020-01-17,0.6699981689453125,0.7599945068359375,0.7275009155273438,0.8725051879882812,28987200.0,0.8458786010742188
2020-01-21,0.23000335693359375,0.06999969482421875,0.25,-0.5400009155273438,-26973200.0,-0.5235061645507812
2020-01-22,0.34749603271484375,0.24250030517578125,0.3274993896484375,0.282501220703125,-9010800.0,0.27388763427734375
2020-01-23,-0.1649932861328125,-0.1074981689453125,-0.41500091552734375,0.38249969482421875,2639600.0,0.37082672119140625
2020-01-24,0.5824966430664062,0.9424972534179688,0.467498779296875,-0.23000335693359375,42065600.0,-0.22299957275390625
2020-01-27,-2.5475006103515625,-2.8899993896484375,-3.1599960327148438,-2.339996337890625,15402400.0,-2.2685699462890625
2020-01-28,0.6350021362304688,1.657501220703125,1.8274993896484375,2.18499755859375,294000.0,2.1183013916015625
2020-01-29,2.9625015258789062,2.3625030517578125,2.2975006103515625,1.6624984741210938,53995200.0,1.611785888671875
2020-01-30,-0.9775009155273438,-0.94000244140625,-0.657501220703125,-0.11750030517578125,-89486000.0,-0.1139373779296875
2020-01-31,0.09749603271484375,-0.35250091552734375,-2.6149978637695312,-3.589996337890625,72845200.0,-3.4804458618164062
2020-02-03,-4.157501220703125,-2.2975006103515625,-1.5175018310546875,-0.21250152587890625,-25800000.0,-0.20600128173828125
2020-02-04,2.75250244140625,1.537506103515625,2.8525009155273438,2.5475006103515625,-37172000.0,2.4697647094726562
2020-02-05,2.0524978637695312,1.279998779296875,1.3300018310546875,0.6500015258789062,-17789600.0,0.6301651000976562
2020-02-06,-0.23749542236328125,0.11499786376953125,0.3274993896484375,0.9399948120117188,-13401200.0,0.9113082885742188
2020-02-07,-0.0500030517578125,-0.4550018310546875,-0.56500244140625,-1.2949981689453125,12258400.0,-1.0714035034179688
2020-02-10,-2.0475006103515625,-0.46250152587890625,-1.0374984741210938,0.37999725341796875,-8335200.0,0.36927032470703125
2020-02-11,2.3550033569335938,0.5875015258789062,1.214996337890625,-0.4850006103515625,-15025600.0,-0.47130584716796875
2020-02-12,-0.532501220703125,0.8300018310546875,0.69000244140625,1.8975067138671875,19407200.0,1.8439483642578125
2020-02-13,0.6800003051757812,-0.25,0.470001220703125,-0.5825042724609375,-18982800.0,-0.5660476684570312
2020-02-14,0.1374969482421875,-0.05999755859375,-0.125,0.0200042724609375,-14634000.0,0.0194549560546875
2020-02-18,-2.345001220703125,-1.5575027465820312,-2.0600051879882812,-1.4875030517578125,72417600.0,-1.4455413818359375
2020-02-19,1.160003662109375,1.2050018310546875,1.347503662109375,1.154998779296875,-58547200.0,1.1224212646484375
2020-02-20,0.657501220703125,0.01999664306640625,-0.44750213623046875,-0.8300018310546875,6582000.0,-0.806610107421875
2020-02-21,-1.00250244140625,-1.0499954223632812,-1.9274978637695312,-1.8125,28988000.0,-1.7613372802734375
2020-02-24,-5.339996337890625,-4.0675048828125,-5.317497253417969,-3.717498779296875,92641200.0,-3.6126251220703125
2020-02-25,0.9225006103515625,-0.41249847412109375,-0.7750015258789062,-2.5250015258789062,8478400.0,-2.4537353515625
2020-02-26,-3.6050033569335938,-1.1624984741210938,0.092498779296875,1.1425018310546875,-32618800.0,1.1102523803710938
2020-02-27,-1.3574981689453125,-2.970001220703125,-3.3850021362304688,-4.782501220703125,122550800.0,-4.647560119628906
2020-02-28,-5.959999084472656,-1.8974990844726562,-4.147499084472656,-0.04000091552734375,105904400.0,-0.03887176513671875
2020-03-02,6.254997253417969,5.757499694824219,5.337501525878906,6.3625030517578125,-85112800.0,6.182991027832031
2020-03-03,5.347503662109375,0.6399993896484375,2.0199966430664062,-2.37249755859375,-21921600.0,-2.3055648803710938
2020-03-04,-1.8075027465820312,-0.15000152587890625,1.8325042724609375,3.3549957275390625,-100297200.0,3.2603302001953125
2020-03-05,-0.23000335693359375,-0.9625015258789062,-0.43000030517578125,-2.4549942016601562,-31605600.0,-2.3857269287109375
2020-03-06,-3.3799972534179688,-2.1824951171875,-2.5449981689453125,-0.972503662109375,38604000.0,-0.9450607299804688
2020-03-09,-4.5625,-3.1825027465820312,-4.557502746582031,-5.714996337890625,60568000.0,-5.553733825683594
2020-03-10,3.347503662109375,2.0875015258789062,1.592498779296875,4.7924957275390625,-1454800.0,4.657257080078125
2020-03-11,0.0625,-1.3050003051757812,0.62249755859375,-2.4775009155273438,-29691200.0,-2.4075851440429688
2020-03-12,-5.3625030517578125,-2.8050003051757812,-5.964996337890625,-6.799999237060547,162875200.0,-6.608119964599609
2020-03-13,2.2375030517578125,2.4800033569335938,1.2374992370605469,7.435001373291016,-47742000.0,7.225200653076172
2020-03-16,-5.735004425048828,-5.2100067138671875,-3.237499237060547,-8.939998626708984,-48308400.0,-8.687740325927734
2020-03-17,1.3899993896484375,-0.36750030517578125,-0.40000152587890625,2.6624984741210938,1632400.0,2.5873794555664062
2020-03-18,-1.93499755859375,-1.902496337890625,-0.31999969482421875,-1.5475006103515625,-23822400.0,-1.50384521484375
2020-03-19,1.904998779296875,0.7099990844726562,1.3725013732910156,-0.4724998474121094,-28376400.0,-0.4591560363769531
2020-03-20,-0.052501678466796875,-0.2524986267089844,-3.6525001525878906,-3.884998321533203,129836000.0,-3.7753868103027344
2020-03-23,-4.774997711181641,-5.832500457763672,-3.8474998474121094,-1.2175025939941406,-64940400.0,-1.1831474304199219
2020-03-24,2.0699996948242188,4.7975006103515625,5.4225006103515625,5.62750244140625,-49221600.0,5.468715667724609
2020-03-25,3.5974998474121094,2.6399993896484375,2.5,-0.3400001525878906,16070800.0,-0.3304100036621094
2020-03-26,-1.0574989318847656,0.1074981689453125,0.5149993896484375,3.229999542236328,-51514800.0,3.1388511657714844
2020-03-27,1.5574989318847656,-0.7024993896484375,0.1725006103515625,-2.674999237060547,-47870400.0,-2.599517822265625
2020-03-30,-0.5024986267089844,-0.08749771118164062,0.5874977111816406,1.7674980163574219,-36240400.0,1.7176246643066406
2020-03-31,1.2150001525878906,1.7424964904785156,0.6500015258789062,-0.13000106811523438,29025600.0,-0.1263275146484375
2020-04-01,-2.2750015258789062,-3.4424972534179688,-3.217498779296875,-3.3449974060058594,-20783600.0,-3.2506065368652344
2020-04-02,-1.5400009155273438,-0.8925018310546875,-0.5575027465820312,1.0049972534179688,-10284400.0,0.9766426086425781
2020-04-03,0.6150016784667969,0.13750076293945312,0.5175018310546875,-0.8799972534179688,-36054000.0,-0.85516357421875
2020-04-06,2.0249977111816406,4.352497100830078,2.6025009155273438,5.2649993896484375,71940400.0,5.116424560546875
2020-04-07,4.974998474121094,2.1475067138671875,2.404998779296875,-0.7600021362304688,1066800.0,-0.738555908203125
2020-04-08,-2.0149993896484375,-1.0825042724609375,0.5575027465820312,1.660003662109375,-33992000.0,1.6131744384765625
2020-04-09,1.4900054931640625,0.6750030517578125,0.8675003051757812,0.4799957275390625,-7060400.0,0.4664459228515625
2020-04-13,-0.097503662109375,0.907501220703125,0.28249359130859375,1.31500244140625,-30812000.0,1.2779083251953125
2020-04-14,2.9225006103515625,3.6374969482421875,3.0550003051757812,3.4499969482421875,63972000.0,3.3526382446289062
2020-04-15,0.5999984741210938,-0.48000335693359375,0.6450042724609375,-0.654998779296875,-63840400.0,-0.636505126953125
2020-04-16,1.2450027465820312,0.46750640869140625,0.43000030517578125,0.56500244140625,25970800.0,0.5490570068359375
2020-04-17,-0.6725006103515625,-0.3125,-1.3725051879882812,-0.972503662109375,58124800.0,-0.9450759887695312
2020-04-20,-1.68499755859375,-1.3175048828125,-0.00249481201171875,-1.467498779296875,-85234800.0,-1.42608642578125
2020-04-21,-0.41750335693359375,-1.1074981689453125,-2.8550033569335938,-2.1399993896484375,50976400.0,-2.0796356201171875
2020-04-22,-0.6675033569335938,0.16249847412109375,1.6925048828125,1.9325027465820312,-64129200.0,1.8780059814453125
